customer_id,segment,tenure_months,prior_successful_payments,prior_late_payments,estimated_annual_value_inr,gross_margin_pct,repeat_purchase_probability,prior_coupon_redemptions,contacts_last_7d,hours_since_last_contact,email_consent,whatsapp_consent,sms_consent,dnd_flagged
cust_000916,consumer,3,6,0,8376.69,37.1,0.241,3,0,778.1,True,True,False,False
cust_000917,smb,84,65,5,172713.06,37.6,0.414,0,2,22.8,True,True,False,False
cust_000918,smb,6,5,0,276951.98,37.7,0.191,2,0,2725.1,True,True,True,False
cust_000919,consumer,20,14,0,23546.22,50.4,0.249,0,0,1773.3,False,True,False,False
cust_000920,consumer,10,6,0,22685.73,45.0,0.225,0,2,152.8,True,True,False,False
cust_000921,consumer,1,0,0,23653.93,54.7,0.22,1,0,255.6,True,False,False,False
cust_000922,consumer,23,17,2,3221.15,31.6,0.331,2,1,161.6,True,False,False,False
cust_000923,consumer,31,34,1,1130.24,52.1,0.268,2,0,984.7,True,False,False,False
cust_000924,consumer,15,15,0,28170.34,35.1,0.173,1,1,56.6,True,False,False,True
cust_000925,consumer,19,28,0,15536.51,52.4,0.241,1,1,57.1,True,False,False,False
cust_000926,consumer,22,14,1,28905.13,42.9,0.361,0,1,54.2,True,True,False,False
cust_000927,consumer,4,0,0,7495.74,29.8,0.14,0,0,2224.7,True,True,False,False
cust_000928,consumer,29,20,0,25424.62,36.9,0.307,3,2,32.0,True,True,False,False
cust_000929,consumer,45,36,1,3636.77,36.7,0.283,0,3,102.1,True,True,False,False
cust_000930,consumer,11,11,0,20549.58,30.1,0.27,0,0,2332.7,True,False,False,False
cust_000931,consumer,37,25,1,12220.42,39.1,0.225,0,0,874.2,True,False,False,False
cust_000932,consumer,3,1,0,2979.93,37.3,0.175,2,1,3.0,True,True,False,False
cust_000933,consumer,43,32,0,24417.52,53.9,0.268,0,0,2470.7,True,True,False,False
cust_000934,smb,31,22,2,243147.07,22.9,0.038,2,3,78.4,True,True,True,False
cust_000935,consumer,1,2,0,34997.79,49.3,0.264,0,0,1416.3,True,False,True,False
cust_000936,consumer,1,0,0,15956.02,32.0,0.101,6,0,837.7,True,False,False,False
cust_000937,consumer,42,35,3,2860.54,54.0,0.257,0,0,858.4,False,False,False,True
cust_000938,consumer,10,3,0,13873.93,36.4,0.11,0,0,2127.8,True,False,False,True
cust_000939,consumer,15,9,1,8773.51,36.8,0.341,0,2,163.4,True,False,False,False
cust_000940,consumer,8,0,0,38636.22,49.1,0.153,2,0,1777.2,False,True,False,False
cust_000941,consumer,20,10,0,3711.65,41.3,0.129,6,0,1458.6,True,False,True,False
cust_000942,smb,9,10,0,200023.84,26.5,0.111,2,2,81.9,True,False,True,False
cust_000943,consumer,38,26,4,24400.72,36.0,0.244,1,0,895.0,True,False,False,False
cust_000944,consumer,18,14,0,1498.71,45.6,0.051,0,1,93.7,True,False,True,False
cust_000945,consumer,45,37,1,24458.43,35.7,0.263,0,0,1114.3,True,True,False,False
cust_000946,consumer,27,18,3,26029.97,38.7,0.232,1,0,2673.1,True,False,True,False
cust_000947,consumer,9,7,0,4539.0,32.4,0.152,0,0,427.2,True,True,False,False
cust_000948,consumer,25,22,1,27936.17,42.8,0.293,3,0,358.2,True,True,False,False
cust_000949,consumer,2,7,1,9150.54,34.3,0.26,1,0,2316.7,True,True,False,False
cust_000950,consumer,44,35,2,16890.08,29.8,0.278,0,0,2668.6,True,False,False,False
cust_000951,consumer,40,36,1,29898.03,35.6,0.247,0,0,1901.3,True,True,True,False
cust_000952,consumer,1,0,0,18098.97,54.1,0.165,0,0,2812.6,True,False,False,False
cust_000953,consumer,13,12,0,35522.76,50.1,0.223,1,0,2676.3,True,False,True,False
cust_000954,consumer,21,14,1,8650.93,53.6,0.312,0,0,1770.3,True,False,False,False
cust_000955,consumer,0,0,0,34180.92,44.7,0.02,3,0,1268.0,True,True,True,False
cust_000956,consumer,27,20,3,29802.94,38.1,0.162,0,0,1479.4,False,False,False,False
cust_000957,consumer,43,35,3,31814.12,51.8,0.211,0,1,77.0,False,False,True,True
cust_000958,consumer,4,8,0,29391.64,32.1,0.258,2,0,2924.1,True,True,True,False
cust_000959,consumer,18,15,0,28895.4,33.5,0.341,6,0,2131.1,True,False,True,False
cust_000960,smb,73,59,6,381815.64,31.8,0.335,1,0,1522.9,True,False,True,False
cust_000961,consumer,47,38,1,25752.91,39.0,0.271,6,1,25.7,True,False,False,False
cust_000962,enterprise,28,20,2,3732265.8,28.2,0.071,3,0,319.7,True,False,False,False
cust_000963,consumer,47,38,4,6797.4,49.6,0.331,0,1,14.7,True,True,False,True
cust_000964,consumer,0,6,0,10561.33,42.9,0.093,0,0,2542.1,True,False,False,False
cust_000965,consumer,22,11,2,30118.14,46.6,0.174,1,0,2143.0,True,False,False,False
cust_000966,smb,65,54,3,74855.11,23.4,0.196,1,0,2480.6,True,True,True,False
cust_000967,smb,11,12,2,45468.3,31.1,0.265,1,0,1873.2,True,True,True,False
cust_000968,smb,83,65,4,253625.21,22.8,0.353,1,2,65.1,True,True,False,False
cust_000969,consumer,43,35,3,19867.18,28.7,0.254,3,0,1722.5,True,False,False,False
cust_000970,consumer,47,34,3,13826.62,44.3,0.13,0,0,465.9,True,False,False,True
cust_000971,consumer,4,1,0,20331.87,40.5,0.091,3,1,9.1,True,False,False,False
cust_000972,consumer,10,2,1,2072.75,44.2,0.191,0,0,1284.5,True,False,True,False
cust_000973,consumer,14,10,1,13932.78,46.4,0.128,0,1,153.2,True,True,False,False
cust_000974,consumer,28,16,2,20097.75,49.4,0.263,1,0,293.9,True,False,True,False
cust_000975,smb,47,35,2,200357.7,32.1,0.461,0,0,441.9,True,True,False,False
cust_000976,consumer,30,25,2,3139.35,49.3,0.156,0,0,2164.1,True,True,False,False
cust_000977,consumer,37,28,2,21455.51,36.2,0.173,0,0,798.0,True,False,True,False
cust_000978,consumer,40,33,2,21885.41,49.7,0.091,0,0,2964.6,True,True,False,False
cust_000979,consumer,14,10,0,33205.04,39.0,0.182,0,0,739.3,True,True,False,False
cust_000980,consumer,8,2,0,19434.95,53.6,0.261,0,0,1592.0,True,False,False,False
cust_000981,smb,20,11,1,313708.87,22.8,0.264,1,3,58.0,True,True,False,False
cust_000982,consumer,31,22,0,15750.71,51.5,0.371,1,0,1514.1,True,False,False,False
cust_000983,consumer,16,10,2,25350.29,53.2,0.078,0,2,55.1,True,True,False,False
cust_000984,consumer,43,29,3,16755.8,35.1,0.251,0,1,50.3,True,True,False,False
cust_000985,smb,76,52,4,217642.82,24.3,0.269,0,0,1973.6,True,False,False,False
cust_000986,consumer,45,33,2,11194.25,43.3,0.222,6,1,165.3,True,True,False,False
cust_000987,consumer,35,26,1,23551.55,35.5,0.238,0,0,2948.8,True,False,False,False
cust_000988,consumer,23,19,1,30524.91,54.8,0.289,0,0,2280.5,True,True,False,False
cust_000989,consumer,39,34,2,28923.09,35.7,0.302,1,1,156.0,True,True,True,False
cust_000990,smb,23,20,2,326169.92,38.5,0.216,2,3,46.0,True,True,False,False
cust_000991,consumer,10,7,0,35729.46,52.8,0.196,1,0,2610.5,True,False,True,False
cust_000992,consumer,28,18,2,17979.84,48.0,0.129,0,2,83.1,True,False,True,False
cust_000993,consumer,28,25,1,24458.88,38.1,0.128,1,0,2406.6,True,True,False,False
cust_000994,consumer,14,17,0,15488.04,51.7,0.1,0,1,4.7,True,True,True,False
cust_000995,consumer,27,19,1,4033.71,34.9,0.304,6,0,671.9,True,False,False,False
cust_000996,smb,50,47,4,158537.3,37.2,0.333,0,0,2809.6,True,True,False,False
cust_000997,smb,31,28,4,175596.46,25.3,0.22,1,0,2392.7,True,False,False,False
cust_000998,consumer,27,22,0,35849.42,34.4,0.251,0,1,30.8,True,False,False,False
cust_000999,consumer,11,7,1,10203.04,28.2,0.056,1,0,1612.6,True,True,True,False
cust_001000,consumer,38,29,3,33454.06,43.5,0.229,0,1,127.0,True,True,True,False
cust_001001,smb,52,43,4,229119.98,36.5,0.18,1,0,2401.9,True,False,True,False
cust_001002,smb,23,19,0,211197.97,32.0,0.18,0,0,1354.8,True,True,True,False
cust_001003,consumer,27,19,0,31115.35,48.3,0.291,2,0,2422.5,True,True,False,False
cust_001004,consumer,25,23,0,18920.79,40.6,0.228,3,2,155.1,True,True,False,False
cust_001005,consumer,27,22,2,3585.88,35.9,0.107,0,3,142.5,True,True,True,False
cust_001006,consumer,6,4,0,6264.59,47.2,0.193,0,0,2435.8,True,False,True,False
cust_001007,consumer,7,10,0,35399.55,48.5,0.217,1,0,2297.0,True,False,True,False
cust_001008,consumer,45,35,3,17874.53,47.5,0.27,0,0,317.3,True,False,True,False
cust_001009,consumer,9,6,1,17363.0,43.3,0.153,6,0,304.9,True,False,True,False
cust_001010,consumer,43,26,3,19992.55,30.2,0.066,2,2,44.1,True,False,False,False
cust_001011,consumer,33,18,1,6646.13,46.4,0.157,0,0,2710.5,True,True,False,False
cust_001012,consumer,31,29,2,38924.07,54.8,0.234,2,0,2564.6,True,False,False,False
cust_001013,consumer,34,24,0,20480.82,39.1,0.347,0,0,1944.6,False,False,False,False
cust_001014,consumer,25,19,1,32694.9,32.2,0.257,0,2,83.1,False,False,False,False
cust_001015,consumer,39,30,1,32278.92,37.1,0.214,2,0,430.5,True,True,False,False
cust_001016,smb,84,66,5,77717.32,23.0,0.296,1,2,117.9,True,True,True,False
cust_001017,consumer,37,37,4,3752.66,29.1,0.178,2,2,138.6,True,True,True,False
cust_001018,consumer,39,28,1,11735.57,29.8,0.199,0,0,2129.3,True,False,False,False
cust_001019,smb,47,32,1,381647.74,28.1,0.187,0,2,133.6,True,False,True,False
cust_001020,smb,6,6,0,50192.19,33.8,0.131,0,1,115.9,True,False,True,False
cust_001021,consumer,42,34,3,22308.75,43.9,0.207,0,0,638.3,True,True,True,False
cust_001022,consumer,11,15,0,32594.49,40.5,0.251,2,1,119.1,True,False,False,False
cust_001023,consumer,10,4,0,38194.44,39.2,0.21,0,2,41.1,True,False,False,False
cust_001024,consumer,0,1,0,25445.75,47.2,0.242,2,0,791.0,True,False,False,False
cust_001025,consumer,33,26,1,39748.43,44.5,0.197,3,1,77.0,True,False,False,False
cust_001026,consumer,21,18,1,1207.64,43.9,0.244,0,2,96.5,False,False,True,False
cust_001027,smb,6,1,0,330359.78,35.4,0.136,0,0,821.0,True,True,True,True
cust_001028,consumer,17,14,0,21642.68,52.3,0.306,2,1,129.4,True,False,False,False
cust_001029,consumer,7,0,0,34281.74,53.0,0.261,0,1,3.4,True,True,True,False
cust_001030,consumer,47,36,3,29375.15,32.6,0.292,2,0,2342.3,True,False,False,False
cust_001031,consumer,9,10,1,34992.24,51.0,0.157,2,1,158.7,False,True,False,False
cust_001032,smb,70,54,3,196812.95,24.4,0.462,0,0,730.0,True,False,False,False
cust_001033,enterprise,28,25,0,5955100.98,16.6,0.343,1,0,2975.1,True,True,True,False
cust_001034,smb,15,10,1,326764.51,37.5,0.113,1,1,164.0,True,False,False,False
cust_001035,consumer,29,20,1,15797.39,45.3,0.258,0,0,1195.2,False,False,False,False
cust_001036,smb,42,36,1,347562.6,23.7,0.251,0,0,2989.2,True,True,False,True
cust_001037,smb,42,32,2,113494.28,32.7,0.268,0,2,112.0,False,False,False,False
cust_001038,consumer,26,17,2,39261.76,54.3,0.188,0,0,717.4,True,True,False,False
cust_001039,consumer,7,1,0,4258.71,35.1,0.323,0,0,2441.0,True,True,False,False
cust_001040,consumer,5,0,0,32557.3,42.8,0.14,0,2,126.6,True,False,False,False
cust_001041,consumer,3,7,0,5907.22,30.5,0.16,3,0,2466.6,True,True,True,False
cust_001042,smb,33,23,0,51163.37,25.4,0.358,0,0,2182.9,True,False,False,False
cust_001043,enterprise,7,1,0,4184043.86,28.0,0.118,2,0,866.2,True,True,True,False
cust_001044,consumer,8,9,0,16478.56,44.0,0.183,0,0,2015.3,True,False,False,False
cust_001045,consumer,8,14,0,23276.33,50.0,0.081,0,1,39.6,True,True,True,False
cust_001046,enterprise,76,57,3,5768578.93,23.2,0.37,0,0,604.3,True,False,False,False
cust_001047,consumer,42,33,1,20995.2,35.4,0.153,0,0,726.4,True,False,True,False
cust_001048,consumer,3,6,1,10458.39,39.7,0.199,1,0,509.2,True,True,True,False
cust_001049,consumer,48,32,1,21418.9,43.8,0.406,0,1,47.0,True,True,True,False
cust_001050,smb,4,0,0,316782.97,34.9,0.057,0,0,1238.3,True,True,False,False
cust_001051,consumer,25,18,2,1301.83,43.3,0.151,0,1,127.5,True,False,False,False
cust_001052,consumer,11,18,0,25287.01,54.4,0.137,1,0,204.1,True,True,True,False
cust_001053,consumer,17,19,0,23654.6,45.0,0.04,1,0,1263.8,True,False,True,False
cust_001054,consumer,48,39,5,10026.1,37.0,0.224,1,0,1350.1,True,False,False,False
cust_001055,consumer,35,28,2,17930.61,31.7,0.174,0,0,2771.0,True,False,False,False
cust_001056,smb,13,15,2,149509.43,26.7,0.167,1,1,8.4,True,True,False,False
cust_001057,consumer,31,20,0,32774.08,33.8,0.312,0,0,2789.5,True,False,False,False
cust_001058,consumer,44,40,2,6989.63,48.0,0.24,2,0,326.6,True,False,True,False
cust_001059,consumer,28,20,3,9412.19,31.6,0.291,0,1,148.0,True,False,True,False
cust_001060,smb,62,52,3,163672.73,25.4,0.354,0,0,405.0,True,True,False,False
cust_001061,smb,73,54,5,355854.88,32.6,0.23,6,0,1124.1,True,False,False,False
cust_001062,consumer,28,23,0,17283.01,44.5,0.258,2,1,4.3,True,True,False,False
cust_001063,smb,16,15,2,322708.68,24.5,0.197,1,1,94.5,True,False,False,False
cust_001064,consumer,11,14,2,21791.5,34.3,0.025,3,0,1746.4,True,False,True,False
cust_001065,consumer,11,8,1,2238.73,41.2,0.127,2,1,15.9,True,False,False,False
cust_001066,consumer,48,37,5,13212.78,32.4,0.326,2,1,116.4,True,False,True,False
cust_001067,smb,83,67,6,242619.4,23.7,0.486,0,1,91.0,True,False,False,False
cust_001068,smb,47,38,1,138880.73,35.4,0.292,0,0,614.2,True,True,True,False
cust_001069,smb,21,20,0,86775.49,37.3,0.233,0,0,1620.0,True,True,True,False
cust_001070,smb,50,36,4,151233.82,28.8,0.15,1,0,618.0,True,True,True,False
cust_001071,consumer,10,7,2,31513.03,38.1,0.163,1,0,782.2,True,False,False,False
cust_001072,smb,4,10,0,313499.26,37.6,0.125,0,1,156.0,True,True,False,False
cust_001073,smb,2,1,1,119410.97,36.7,0.101,1,0,2665.3,True,True,False,False
cust_001074,consumer,25,25,2,11078.08,32.2,0.141,0,0,2074.6,True,True,True,False
cust_001075,consumer,45,33,3,5655.16,47.5,0.17,0,3,43.1,True,True,False,False
cust_001076,consumer,10,8,0,14509.71,48.3,0.268,0,1,57.8,True,True,False,False
cust_001077,consumer,5,5,0,19058.37,36.3,0.02,1,2,89.6,False,True,True,False
cust_001078,consumer,44,38,2,20288.31,32.8,0.354,2,0,2127.1,True,False,True,False
cust_001079,consumer,13,9,0,8753.02,48.7,0.321,0,0,2184.9,True,True,True,False
cust_001080,consumer,38,31,1,18462.38,40.6,0.48,0,0,2100.6,True,True,False,False
cust_001081,consumer,26,24,4,34265.13,47.5,0.085,1,0,2323.5,True,True,False,False
cust_001082,consumer,35,36,2,28951.3,42.2,0.235,2,0,1136.8,True,False,False,False
cust_001083,consumer,44,36,2,15403.0,40.8,0.206,0,3,21.0,True,False,True,False
cust_001084,consumer,23,19,1,24584.83,37.3,0.096,3,1,97.0,True,True,True,False
cust_001085,consumer,1,0,0,23669.0,48.4,0.181,2,2,102.3,True,True,False,False
cust_001086,consumer,5,3,0,10578.32,29.0,0.238,3,0,1227.1,True,False,True,False
cust_001087,consumer,47,41,3,2331.16,46.7,0.276,2,0,318.0,True,False,False,False
cust_001088,consumer,38,32,2,3991.0,51.5,0.174,2,0,691.4,True,False,False,False
cust_001089,consumer,11,9,0,17731.5,30.9,0.128,2,1,24.8,True,False,True,False
cust_001090,consumer,15,15,0,12508.24,43.0,0.224,0,2,153.4,True,False,False,False
cust_001091,consumer,39,27,1,29092.36,29.4,0.2,1,0,333.0,True,False,False,False
cust_001092,consumer,11,5,0,37430.98,47.3,0.223,1,0,2839.3,True,False,False,False
cust_001093,consumer,35,24,2,25849.1,48.5,0.11,2,1,16.0,True,True,False,False
cust_001094,consumer,36,29,2,10303.93,36.9,0.165,1,3,33.5,True,True,True,False
cust_001095,smb,39,31,0,316600.68,37.5,0.35,6,0,1942.2,True,True,True,False
cust_001096,consumer,26,14,2,38907.53,28.8,0.124,2,0,817.1,True,False,False,False
cust_001097,enterprise,41,41,4,4046377.33,23.0,0.21,0,0,1165.1,True,False,False,False
cust_001098,consumer,27,22,1,13982.92,42.8,0.164,1,0,944.9,True,True,False,False
cust_001099,consumer,13,8,0,1089.86,41.0,0.256,1,0,732.8,True,False,False,False
cust_001100,consumer,12,12,2,31200.14,38.8,0.161,0,2,143.7,True,True,False,True
cust_001101,consumer,32,17,2,17652.8,38.5,0.199,0,1,128.5,True,True,False,False
cust_001102,consumer,1,0,0,2392.69,29.8,0.142,1,1,54.7,True,False,False,False
cust_001103,smb,58,49,4,263987.82,34.5,0.286,1,0,2708.0,True,True,True,False
cust_001104,enterprise,41,31,2,4438320.9,26.2,0.264,2,1,83.2,True,True,True,True
cust_001105,consumer,44,35,2,37333.16,29.8,0.249,3,1,44.9,False,True,False,False
cust_001106,consumer,20,18,3,14636.22,53.1,0.067,3,0,773.8,False,False,False,False
cust_001107,consumer,24,21,1,4948.49,48.3,0.312,1,0,1588.1,True,True,True,False
cust_001108,consumer,42,28,1,22034.96,36.3,0.339,0,2,50.1,True,False,False,False
cust_001109,consumer,28,26,2,8593.17,34.8,0.256,0,0,1497.0,True,False,True,False
cust_001110,consumer,10,12,0,25742.97,51.7,0.207,0,0,2926.3,True,False,False,False
cust_001111,smb,79,61,5,186413.78,37.2,0.273,2,0,522.0,True,True,False,False
cust_001112,consumer,36,35,2,30135.71,53.9,0.126,0,1,167.1,True,False,False,False
cust_001113,consumer,25,16,1,20971.96,49.8,0.209,2,0,602.2,True,True,True,False
cust_001114,consumer,5,3,0,39689.96,46.3,0.048,3,1,68.6,True,True,False,False
cust_001115,consumer,36,39,4,5980.39,43.3,0.148,6,0,1695.9,True,True,False,False
cust_001116,smb,4,10,0,382173.02,24.5,0.225,1,0,2556.9,True,False,False,False
cust_001117,enterprise,39,21,3,1999382.43,23.7,0.126,1,0,435.2,True,False,False,False
cust_001118,smb,6,3,0,284206.54,30.8,0.238,0,0,2353.5,True,True,False,False
cust_001119,smb,80,61,6,44122.81,34.6,0.274,1,0,619.8,True,False,False,False
cust_001120,consumer,8,0,0,13144.59,43.6,0.207,1,0,2001.9,True,False,False,False
cust_001121,smb,48,33,2,307115.52,29.8,0.211,0,0,2084.4,True,False,True,False
cust_001122,smb,36,24,3,115458.18,40.7,0.229,2,0,1987.2,True,True,False,False
cust_001123,consumer,25,23,2,33297.18,34.0,0.153,3,0,488.7,True,True,False,False
cust_001124,consumer,48,29,3,13846.57,54.7,0.225,1,0,1849.5,True,True,False,False
cust_001125,consumer,14,13,2,34487.78,53.4,0.224,0,0,2008.3,True,False,False,False
cust_001126,consumer,20,15,2,30361.52,48.9,0.238,1,2,150.3,True,True,False,False
cust_001127,consumer,10,8,0,2352.15,42.1,0.089,0,0,2548.0,True,True,True,False
cust_001128,consumer,20,18,2,8490.74,33.8,0.188,2,2,17.3,True,False,True,True
cust_001129,consumer,9,11,2,28036.47,45.4,0.25,2,0,1190.8,True,False,False,False
cust_001130,consumer,30,27,0,22678.68,44.3,0.346,0,0,1761.9,True,True,False,False
cust_001131,consumer,27,21,2,16935.28,53.8,0.118,0,1,91.0,True,False,True,False
cust_001132,consumer,47,33,1,35780.25,35.5,0.241,3,1,141.5,True,False,True,False
cust_001133,consumer,5,5,0,32590.51,39.6,0.208,2,2,8.2,True,True,True,False
cust_001134,consumer,15,17,0,5679.55,51.7,0.259,0,0,1151.8,True,True,False,False
cust_001135,consumer,6,0,0,11714.42,35.7,0.16,0,0,2206.9,True,False,False,False
cust_001136,consumer,40,30,3,31658.69,47.4,0.219,2,3,118.5,False,True,False,False
cust_001137,consumer,11,6,1,28448.85,49.8,0.19,2,0,1898.4,True,False,False,False
cust_001138,consumer,47,37,3,820.54,30.4,0.316,0,0,662.2,True,False,True,False
cust_001139,smb,46,42,2,202430.24,28.4,0.198,1,0,1260.9,True,False,True,False
cust_001140,consumer,42,31,1,29805.1,38.3,0.309,3,1,161.4,True,True,False,False
cust_001141,consumer,45,36,0,29267.99,53.0,0.157,6,2,55.4,True,False,False,False
cust_001142,smb,23,20,0,383029.95,36.7,0.144,0,0,862.1,True,False,False,False
cust_001143,consumer,34,24,1,8525.87,43.0,0.334,0,1,124.1,False,True,False,False
cust_001144,enterprise,91,75,3,1787916.2,18.1,0.326,0,0,2509.6,True,True,True,False
cust_001145,consumer,3,0,0,13578.83,46.0,0.085,3,1,36.8,True,False,True,False
cust_001146,enterprise,138,112,6,1685255.02,16.4,0.638,0,1,145.1,True,True,False,False
cust_001147,consumer,38,34,0,32527.9,46.5,0.322,3,0,2114.1,True,False,False,False
cust_001148,consumer,15,19,1,25678.37,38.6,0.181,2,0,978.8,True,False,False,False
cust_001149,smb,75,46,3,141878.97,31.2,0.493,6,2,96.3,True,True,False,False
cust_001150,consumer,46,35,2,37702.19,48.2,0.294,3,0,358.7,True,False,False,False
cust_001151,consumer,43,37,3,23942.66,30.5,0.223,0,0,625.0,True,True,False,False
cust_001152,consumer,29,28,3,30230.06,31.8,0.158,0,0,2757.2,True,False,True,False
cust_001153,consumer,47,35,3,37058.46,48.5,0.226,1,1,7.2,True,False,False,False
cust_001154,consumer,29,21,3,26199.75,46.0,0.259,0,0,263.6,True,True,False,False
cust_001155,smb,75,65,5,272670.92,41.6,0.353,0,1,99.8,True,True,False,False
cust_001156,smb,10,17,0,327976.55,36.7,0.168,0,1,98.4,True,False,True,False
cust_001157,consumer,12,4,0,17242.55,37.7,0.266,0,2,36.4,True,False,False,False
cust_001158,consumer,30,22,2,37242.32,39.4,0.221,0,0,372.3,True,False,False,False
cust_001159,consumer,14,15,0,5634.51,51.2,0.169,0,0,2868.2,True,False,False,True
cust_001160,smb,38,34,2,32305.53,23.2,0.408,1,1,76.4,True,False,False,False
cust_001161,consumer,22,11,1,15192.81,39.5,0.261,0,0,2543.0,True,False,True,False
cust_001162,smb,67,55,2,66601.99,26.1,0.309,0,0,2841.0,True,True,True,True
cust_001163,consumer,46,38,2,26972.68,40.1,0.29,1,3,118.6,True,True,True,False
cust_001164,consumer,29,30,1,28648.54,37.0,0.186,6,0,758.6,True,True,True,True
cust_001165,consumer,22,27,0,21501.82,42.3,0.304,0,0,283.1,True,True,True,False
cust_001166,smb,27,25,0,250645.82,25.1,0.393,3,0,617.0,True,True,True,False
cust_001167,smb,4,0,0,32192.16,41.6,0.214,0,0,1850.1,True,False,True,False
cust_001168,consumer,7,5,0,36600.21,29.0,0.19,1,1,95.0,True,False,False,False
cust_001169,consumer,42,40,2,39900.66,29.8,0.235,1,0,2461.9,True,False,False,False
cust_001170,consumer,38,30,2,21402.92,41.3,0.158,0,0,1888.4,True,True,False,False
cust_001171,consumer,31,25,0,11822.87,29.3,0.282,0,0,1102.5,True,False,False,False
cust_001172,consumer,37,24,0,22954.27,31.1,0.434,0,2,142.6,False,True,True,False
cust_001173,consumer,34,30,0,33847.91,30.9,0.368,1,1,106.3,True,True,False,False
cust_001174,consumer,5,4,0,9790.82,46.5,0.033,2,0,610.5,True,False,False,False
cust_001175,consumer,40,27,2,23712.07,35.8,0.233,2,0,1730.5,True,True,False,False
cust_001176,consumer,22,18,4,21116.88,47.9,0.194,3,0,372.8,True,False,False,False
cust_001177,consumer,11,8,2,33763.69,38.3,0.189,0,1,15.0,True,False,False,False
cust_001178,smb,78,57,4,274756.69,33.2,0.343,6,2,80.7,True,True,False,False
cust_001179,consumer,5,0,0,31709.61,39.4,0.189,3,1,30.6,True,False,False,False
cust_001180,consumer,24,12,1,14484.68,49.0,0.256,0,0,326.5,True,False,False,False
cust_001181,consumer,34,21,1,10321.87,35.2,0.244,0,0,381.3,True,False,True,False
cust_001182,enterprise,97,75,5,3605985.16,17.9,0.386,6,3,131.0,True,True,False,False
cust_001183,consumer,27,21,0,5929.65,35.0,0.289,2,0,1812.1,True,False,True,False
cust_001184,consumer,7,5,0,23666.67,48.4,0.182,2,3,146.8,True,True,True,False
cust_001185,smb,45,30,3,90900.54,27.0,0.205,1,0,2383.3,True,False,True,False
cust_001186,smb,65,54,4,74964.93,24.5,0.341,0,0,1788.2,True,True,False,False
cust_001187,smb,10,8,0,313511.95,24.5,0.289,2,1,92.3,True,False,False,False
cust_001188,consumer,6,0,0,11224.19,40.0,0.219,0,0,1304.7,True,True,False,False
cust_001189,consumer,15,13,0,28105.79,43.7,0.115,0,0,1788.2,True,False,True,False
cust_001190,enterprise,18,13,0,930682.09,23.8,0.336,0,0,2151.6,True,False,True,False
cust_001191,consumer,43,36,0,29263.81,34.1,0.246,1,0,1379.5,True,False,False,False
cust_001192,consumer,20,14,1,15209.34,29.5,0.104,0,0,1685.0,True,True,True,False
cust_001193,consumer,17,10,0,31527.93,48.0,0.188,0,0,2409.7,True,True,False,False
cust_001194,consumer,23,17,1,19856.16,40.0,0.024,2,3,33.1,True,False,False,False
cust_001195,smb,35,31,2,323593.39,39.5,0.076,0,0,2161.7,True,True,True,False
cust_001196,consumer,3,0,0,861.67,53.2,0.196,0,1,76.5,False,False,False,False
cust_001197,consumer,20,17,1,24724.29,38.5,0.23,1,0,1243.0,False,False,False,False
cust_001198,consumer,24,23,0,39738.25,28.2,0.329,6,0,1584.7,True,True,True,False
cust_001199,smb,47,40,4,188753.57,37.7,0.23,0,3,69.2,True,True,False,False
cust_001200,smb,23,19,3,40319.06,32.6,0.095,0,0,1280.4,True,True,False,False
cust_001201,consumer,23,18,1,39344.34,53.6,0.249,1,1,39.8,True,True,False,False
cust_001202,consumer,2,0,0,27194.92,39.6,0.116,0,0,2664.2,True,False,True,False
cust_001203,consumer,34,24,3,24783.68,47.9,0.179,1,1,15.2,True,False,False,False
cust_001204,consumer,41,34,3,27301.47,32.5,0.273,1,1,150.9,True,True,False,False
cust_001205,consumer,24,14,1,38511.49,50.3,0.343,0,0,2984.1,False,True,False,False
cust_001206,consumer,14,10,1,13575.45,34.2,0.285,1,0,393.5,True,False,False,False
cust_001207,consumer,27,18,1,14140.94,32.7,0.406,6,0,1397.0,True,True,False,False
cust_001208,consumer,38,30,1,24971.87,40.2,0.199,3,1,54.5,True,True,False,False
cust_001209,consumer,16,8,1,35028.27,47.9,0.086,0,0,1640.6,True,False,False,False
cust_001210,enterprise,86,69,4,3043072.89,25.2,0.439,0,0,2468.6,True,False,False,False
cust_001211,smb,24,14,2,121763.85,40.1,0.085,1,0,859.3,True,True,False,False
cust_001212,consumer,31,29,3,1688.3,52.8,0.196,3,2,119.9,True,True,True,True
cust_001213,consumer,11,11,2,9585.77,52.0,0.147,0,0,520.9,False,False,False,False
cust_001214,consumer,43,36,2,19493.43,38.4,0.24,2,0,2768.4,True,False,False,False
cust_001215,consumer,5,7,0,23790.49,48.4,0.107,2,1,92.9,True,True,False,False
cust_001216,consumer,43,36,4,31709.17,28.9,0.353,0,0,1236.2,True,False,False,False
cust_001217,consumer,4,4,1,13590.59,52.4,0.16,3,0,952.3,True,False,False,False
cust_001218,smb,13,21,0,287550.27,39.8,0.289,0,0,2490.2,True,True,False,True
cust_001219,consumer,23,18,0,31033.72,48.5,0.285,0,0,1696.0,True,False,True,False
cust_001220,smb,69,47,3,108950.34,30.7,0.253,6,1,82.0,True,True,True,False
cust_001221,consumer,29,21,1,33833.77,43.4,0.225,1,0,2841.2,True,False,False,False
